Year,HB,Location,SIMD,AppointmentType,Attendances,DNAAppointments,DNARate
2019,S08000015,A210H,5,All,3565,154,4.140898091
2019,S08000015,A210H,,All,13,5,27.77777778
2020,S08000015,A210H,1,All,5559,717,11.42447419
2020,S08000015,A210H,2,All,5222,493,8.626421697
2020,S08000015,A210H,3,All,4196,304,6.755555556
2020,S08000015,A210H,4,All,3186,185,5.487985761
2020,S08000015,A210H,5,All,3101,129,3.99380805
2020,S08000015,A210H,,All,5,0,0
2020,S08000015,A210H,1,All,2415,206,7.859595574
2020,S08000015,A210H,2,All,2138,124,5.481874447
2020,S08000015,A210H,3,All,1761,78,4.241435563
2020,S08000015,A210H,4,All,1380,61,4.233171409
2020,S08000015,A210H,5,All,1304,36,2.686567164
2020,S08000015,A210H,,All,5,0,0
2020,S08000015,A210H,1,All,3116,357,10.27929744
2020,S08000015,A210H,2,All,2865,223,7.221502591
2020,S08000015,A210H,3,All,2276,134,5.560165975
2020,S08000015,A210H,4,All,1843,88,4.557224236
2020,S08000015,A210H,5,All,1757,76,4.146208402
2020,S08000015,A210H,,All,10,0,0
2020,S08000015,A210H,1,All,3455,434,11.15968115
2020,S08000015,A210H,2,All,3224,328,9.234234234
2020,S08000015,A210H,3,All,2722,220,7.477906186
2020,S08000015,A210H,4,All,2061,118,5.415328132
2020,S08000015,A210H,5,All,1964,97,4.706453178
2020,S08000015,A210H,,All,11,5,31.25
2021,S08000015,A210H,1,All,3578,511,12.49694302
2021,S08000015,A210H,2,All,3318,330,9.046052632
2021,S08000015,A210H,3,All,2806,201,6.68440306
2021,S08000015,A210H,4,All,2124,111,4.966442953
2021,S08000015,A210H,5,All,2010,87,4.148783977
2021,S08000015,A210H,,All,5,0,0
2021,S08000015,A210H,1,All,4166,530,11.28620102
2021,S08000015,A210H,2,All,3899,368,8.624326225
2021,S08000015,A210H,3,All,3154,236,6.961651917
2021,S08000015,A210H,4,All,2407,139,5.459544383
2021,S08000015,A210H,5,All,2303,112,4.637681159
2021,S08000015,A210H,,All,5,0,0
2021,S08000015,A210H,1,All,4061,678,14.30681578
2021,S08000015,A210H,2,All,3790,406,9.675881792
2021,S08000015,A210H,3,All,3230,309,8.731280023
2021,S08000015,A210H,4,All,2427,159,6.148491879
2021,S08000015,A210H,5,All,2335,133,5.38897893
2021,S08000015,A210H,,All,11,0,0
2021,S08000015,A210H,1,All,4664,804,14.7037308
2021,S08000015,A210H,2,All,4254,533,11.13432212
2021,S08000015,A210H,3,All,3450,317,8.415184497
2021,S08000015,A210H,4,All,2702,207,7.11584737
2021,S08000015,A210H,5,All,2632,182,6.467661692
2021,S08000015,A210H,,All,5,0,0
2022,S08000015,A210H,1,All,4347,656,13.11213272
2022,S08000015,A210H,2,All,3978,436,9.877661985
2022,S08000015,A210H,3,All,3167,322,9.229005446
2022,S08000015,A210H,4,All,2598,215,7.643085674
2022,S08000015,A210H,5,All,2469,142,5.438529299
2022,S08000015,A210H,,All,5,0,0
2022,S08000015,A210H,1,All,4371,735,14.39482961
2022,S08000015,A210H,2,All,3917,455,10.40713632
2022,S08000015,A210H,3,All,3224,326,9.183098592
2022,S08000015,A210H,4,All,2593,227,8.04964539
2022,S08000015,A210H,5,All,2435,165,6.346153846
2022,S08000015,A210H,,All,5,5,50
2022,S08000015,A210H,1,All,4761,744,13.51498638
2022,S08000015,A210H,2,All,4224,484,10.28037383
2022,S08000015,A210H,3,All,3564,333,8.545034642
2022,S08000015,A210H,4,All,2835,200,6.589785832
2022,S08000015,A210H,5,All,2606,142,5.167394469
2022,S08000015,A210H,,All,14,0,0
2022,S08000015,A210H,1,All,4564,729,13.77290761
2022,S08000015,A210H,2,All,4164,509,10.89236037
2022,S08000015,A210H,3,All,3563,339,8.687852383
2022,S08000015,A210H,4,All,2786,211,7.040373707
2022,S08000015,A210H,5,All,2607,157,5.680173661
2022,S08000015,A210H,,All,5,0,0
2023,S08000015,A210H,1,All,4364,629,12.59763669
2023,S08000015,A210H,2,All,4136,485,10.49556373
2023,S08000015,A210H,3,All,3600,299,7.668632983
2023,S08000015,A210H,4,All,2740,173,5.93889461
2023,S08000015,A210H,5,All,2621,140,5.070626585
2023,S08000015,A210H,,All,5,0,0
2023,S08000015,A210H,1,All,4538,622,12.05426357
2023,S08000015,A210H,2,All,4272,441,9.35709739
2023,S08000015,A210H,3,All,3571,283,7.343020239
2023,S08000015,A210H,4,All,2729,150,5.210142411
2023,S08000015,A210H,5,All,2685,121,4.312188168
2023,S08000015,A210H,,All,5,0,0
2023,S08000015,A210H,1,All,4617,581,11.17737591
2023,S08000015,A210H,2,All,4275,388,8.320823504
2023,S08000015,A210H,3,All,3502,280,7.403490217
2023,S08000015,A210H,4,All,2688,147,5.185185185
2023,S08000015,A210H,5,All,2526,105,3.990877993
2023,S08000015,A210H,,All,5,0,0
2023,S08000015,A210H,1,All,4692,627,11.78793006
2023,S08000015,A210H,2,All,4525,436,8.788550695
2023,S08000015,A210H,3,All,3693,246,6.245239909
2023,S08000015,A210H,4,All,2897,144,4.735284446
2023,S08000015,A210H,5,All,2690,100,3.584229391
2023,S08000015,A210H,,All,5,0,0
2024,S08000015,A210H,1,All,5278,683,11.45780909
2024,S08000015,A210H,2,All,5087,427,7.743924556
2024,S08000015,A210H,3,All,4164,290,6.511001347
2024,S08000015,A210H,4,All,3191,171,5.08625818
2024,S08000015,A210H,5,All,2951,126,4.094897628
2024,S08000015,A210H,,All,5,0,0
2024,S08000015,A210H,1,All,4423,593,11.82216906
2024,S08000015,A210H,2,All,4207,343,7.538461538
2024,S08000015,A210H,3,All,3453,221,6.015242243
2024,S08000015,A210H,4,All,2648,133,4.782452355
2024,S08000015,A210H,5,All,2538,107,4.04536862
2024,S08000015,A210H,,All,10,0,0
2024,S08000015,A210H,1,All,4686,500,9.641342075
2024,S08000015,A210H,2,All,4214,345,7.567449002
2024,S08000015,A210H,3,All,3428,208,5.720572057
2024,S08000015,A210H,4,All,2649,125,4.506128335
2024,S08000015,A210H,5,All,2489,87,3.377329193
2024,S08000015,A210H,,All,10,0,0
2019,S08000015,A210H,1,New,2536,329,11.48342059
2019,S08000015,A210H,2,New,2186,177,7.490478206
2019,S08000015,A210H,3,New,1699,106,5.872576177
2019,S08000015,A210H,4,New,1260,77,5.759162304
2019,S08000015,A210H,5,New,1230,50,3.90625
2019,S08000015,A210H,,New,10,0,0
2019,S08000015,A210H,1,New,2652,400,13.1061599
2019,S08000015,A210H,2,New,2314,226,8.897637795
2019,S08000015,A210H,3,New,1785,129,6.739811912
2019,S08000015,A210H,4,New,1368,80,5.524861878
2019,S08000015,A210H,5,New,1349,43,3.08908046
2019,S08000015,A210H,,New,5,5,50
2020,S08000015,A210H,1,New,2255,288,11.32520645
2020,S08000015,A210H,2,New,2040,163,7.399001362
2020,S08000015,A210H,3,New,1620,83,4.873752202
2020,S08000015,A210H,4,New,1250,63,4.798172125
2020,S08000015,A210H,5,New,1136,29,2.489270386
2020,S08000015,A210H,,New,0,0,0
2020,S08000015,A210H,1,New,779,76,8.888888889
2020,S08000015,A210H,2,New,679,34,4.76858345
2020,S08000015,A210H,3,New,517,14,2.63653484
2020,S08000015,A210H,4,New,434,11,2.471910112
2020,S08000015,A210H,5,New,403,12,2.891566265
2020,S08000015,A210H,,New,0,0,0
2020,S08000015,A210H,1,New,998,105,9.519492294
2020,S08000015,A210H,2,New,874,61,6.524064171
2020,S08000015,A210H,3,New,649,35,5.116959064
2020,S08000015,A210H,4,New,539,21,3.75
2020,S08000015,A210H,5,New,534,19,3.435804702
2020,S08000015,A210H,,New,5,0,0
2020,S08000015,A210H,1,New,1091,142,11.51662612
2020,S08000015,A210H,2,New,1021,100,8.920606601
2020,S08000015,A210H,3,New,837,55,6.165919283
2020,S08000015,A210H,4,New,648,31,4.565537555
2020,S08000015,A210H,5,New,556,19,3.304347826
2020,S08000015,A210H,,New,5,0,0
2021,S08000015,A210H,1,New,1317,164,11.07359892
2021,S08000015,A210H,2,New,1135,85,6.967213115
2021,S08000015,A210H,3,New,973,54,5.258033106
2021,S08000015,A210H,4,New,720,32,4.255319149
2021,S08000015,A210H,5,New,649,15,2.259036145
2021,S08000015,A210H,,New,5,0,0
2021,S08000015,A210H,1,New,1748,234,11.80625631
2021,S08000015,A210H,2,New,1600,119,6.922629436
2021,S08000015,A210H,3,New,1238,89,6.706857573
2021,S08000015,A210H,4,New,947,42,4.246713852
2021,S08000015,A210H,5,New,873,36,3.96039604
2021,S08000015,A210H,,New,5,0,0
2021,S08000015,A210H,1,New,1777,293,14.15458937
2021,S08000015,A210H,2,New,1599,150,8.576329331
2021,S08000015,A210H,3,New,1336,106,7.350901526
2021,S08000015,A210H,4,New,996,50,4.780114723
2021,S08000015,A210H,5,New,930,44,4.517453799
2021,S08000015,A210H,,New,5,0,0
2021,S08000015,A210H,1,New,2032,333,14.08033827
2021,S08000015,A210H,2,New,1751,215,10.93591048
2021,S08000015,A210H,3,New,1371,128,8.539026017
2021,S08000015,A210H,4,New,1091,86,7.30671198
2021,S08000015,A210H,5,New,1018,66,6.088560886
2021,S08000015,A210H,,New,5,0,0
2022,S08000015,A210H,1,New,1969,287,12.72163121
2022,S08000015,A210H,2,New,1676,154,8.415300546
2022,S08000015,A210H,3,New,1326,115,7.980569049
2022,S08000015,A210H,4,New,1043,74,6.624888093
2022,S08000015,A210H,5,New,1019,40,3.777148253
2022,S08000015,A210H,,New,0,0,0
2022,S08000015,A210H,1,New,1918,334,14.8312611
2022,S08000015,A210H,2,New,1663,194,10.44695746
2022,S08000015,A210H,3,New,1343,126,8.577263445
2022,S08000015,A210H,4,New,1014,90,8.152173913
2022,S08000015,A210H,5,New,977,49,4.77582846
2022,S08000015,A210H,,New,5,0,0
2022,S08000015,A210H,1,New,1943,297,13.25892857
2022,S08000015,A210H,2,New,1752,188,9.690721649
2022,S08000015,A210H,3,New,1374,108,7.287449393
2022,S08000015,A210H,4,New,1074,56,4.955752212
2022,S08000015,A210H,5,New,985,44,4.275996113
2022,S08000015,A210H,,New,5,0,0
2022,S08000015,A210H,1,New,1967,319,13.95450569
2022,S08000015,A210H,2,New,1697,192,10.16410799
2022,S08000015,A210H,3,New,1419,117,7.6171875
2022,S08000015,A210H,4,New,1113,78,6.549118388
2022,S08000015,A210H,5,New,1001,54,5.118483412
2022,S08000015,A210H,,New,5,0,0
2023,S08000015,A210H,1,New,1773,213,10.72507553
2023,S08000015,A210H,2,New,1607,156,8.848553602
2023,S08000015,A210H,3,New,1405,97,6.458055925
2023,S08000015,A210H,4,New,1026,43,4.022450889
2023,S08000015,A210H,5,New,1013,39,3.707224335
2023,S08000015,A210H,,New,5,0,0
2023,S08000015,A210H,1,New,1942,262,11.88747731
2023,S08000015,A210H,2,New,1671,209,11.11702128
2023,S08000015,A210H,3,New,1379,126,8.372093023
2023,S08000015,A210H,4,New,1053,49,4.44646098
2023,S08000015,A210H,5,New,1045,43,3.952205882
2023,S08000015,A210H,,New,5,0,0
2023,S08000015,A210H,1,New,2038,215,9.54283178
2023,S08000015,A210H,2,New,1732,144,7.675906183
2023,S08000015,A210H,3,New,1343,117,8.01369863
2023,S08000015,A210H,4,New,1035,50,4.608294931
2023,S08000015,A210H,5,New,930,35,3.626943005
2023,S08000015,A210H,,New,5,0,0
2023,S08000015,A210H,1,New,1930,230,10.64814815
2023,S08000015,A210H,2,New,1784,175,8.933129148
2023,S08000015,A210H,3,New,1422,92,6.07661823
2023,S08000015,A210H,4,New,1106,56,4.819277108
2023,S08000015,A210H,5,New,960,29,2.932254803
2023,S08000015,A210H,,New,5,0,0
2024,S08000015,A210H,1,New,2255,306,11.94845763
2024,S08000015,A210H,2,New,2072,168,7.5
2024,S08000015,A210H,3,New,1694,130,7.127192982
2024,S08000015,A210H,4,New,1292,66,4.860088365
2024,S08000015,A210H,5,New,1128,43,3.672075149
2024,S08000015,A210H,,New,0,0,0
2024,S08000015,A210H,1,New,1710,213,11.07644306
2024,S08000015,A210H,2,New,1603,123,7.126303592
2024,S08000015,A210H,3,New,1214,65,5.082095387
2024,S08000015,A210H,4,New,925,54,5.515832482
2024,S08000015,A210H,5,New,880,23,2.547065338
2024,S08000015,A210H,,New,5,0,0
2024,S08000015,A210H,1,New,1895,215,10.18957346
2024,S08000015,A210H,2,New,1624,125,7.146941109
2024,S08000015,A210H,3,New,1223,72,5.55984556
2024,S08000015,A210H,4,New,964,48,4.743083004
2024,S08000015,A210H,5,New,896,31,3.34412082
2024,S08000015,A210H,,New,5,0,0
2019,S08000015,A210H,1,Return,3357,432,11.40142518
2019,S08000015,A210H,2,Return,3331,284,7.85615491
2019,S08000015,A210H,3,Return,2847,199,6.53315824
2019,S08000015,A210H,4,Return,2070,107,4.915020671
2019,S08000015,A210H,5,Return,2085,85,3.917050691
2019,S08000015,A210H,,Return,0,0,0
2019,S08000015,A210H,1,Return,3553,520,12.76700221
2019,S08000015,A210H,2,Return,3465,324,8.551068884
2019,S08000015,A210H,3,Return,2879,234,7.516864761
2019,S08000015,A210H,4,Return,2104,133,5.945462673
2019,S08000015,A210H,5,Return,2216,111,4.770090245
2019,S08000015,A210H,,Return,10,0,0
2020,S08000015,A210H,1,Return,3304,429,11.49209751
2020,S08000015,A210H,2,Return,3182,330,9.396355353
2020,S08000015,A210H,3,Return,2576,221,7.901322846
2020,S08000015,A210H,4,Return,1936,122,5.92808552
2020,S08000015,A210H,5,Return,1965,100,4.842615012
2020,S08000015,A210H,,Return,5,0,0
2020,S08000015,A210H,1,Return,1636,130,7.361268403
2020,S08000015,A210H,2,Return,1459,90,5.810200129
2020,S08000015,A210H,3,Return,1244,64,4.892966361
2020,S08000015,A210H,4,Return,946,50,5.020080321
2020,S08000015,A210H,5,Return,901,24,2.594594595
2020,S08000015,A210H,,Return,0,0,0
2020,S08000015,A210H,1,Return,2118,252,10.63291139
2020,S08000015,A210H,2,Return,1991,162,7.52438458
2020,S08000015,A210H,3,Return,1627,99,5.73580533
2020,S08000015,A210H,4,Return,1304,67,4.886943837
2020,S08000015,A210H,5,Return,1223,57,4.453125
2020,S08000015,A210H,,Return,5,0,0
2020,S08000015,A210H,1,Return,2364,292,10.9939759
2020,S08000015,A210H,2,Return,2203,228,9.378856438
2020,S08000015,A210H,3,Return,1885,165,8.048780488
2020,S08000015,A210H,4,Return,1413,87,5.8
2020,S08000015,A210H,5,Return,1408,78,5.248990579
2020,S08000015,A210H,,Return,5,5,50
2021,S08000015,A210H,1,Return,2261,347,13.30521472
2021,S08000015,A210H,2,Return,2183,245,10.09060956
2021,S08000015,A210H,3,Return,1833,147,7.424242424
2021,S08000015,A210H,4,Return,1404,79,5.327039784
2021,S08000015,A210H,5,Return,1361,72,5.024424285
2021,S08000015,A210H,,Return,0,0,0
2021,S08000015,A210H,1,Return,2418,296,10.9064112
2021,S08000015,A210H,2,Return,2299,249,9.772370487
2021,S08000015,A210H,3,Return,1916,147,7.125545322
2021,S08000015,A210H,4,Return,1460,97,6.229929351
2021,S08000015,A210H,5,Return,1430,76,5.046480744
2021,S08000015,A210H,1,Return,2284,385,14.42487823
2021,S08000015,A210H,2,Return,2191,256,10.46178995
2021,S08000015,A210H,3,Return,1894,203,9.680495947
2021,S08000015,A210H,4,Return,1431,109,7.077922078
2021,S08000015,A210H,5,Return,1405,89,5.957161981
2021,S08000015,A210H,,Return,5,0,0
2021,S08000015,A210H,1,Return,2632,471,15.17885917
2021,S08000015,A210H,2,Return,2503,318,11.27259837
2021,S08000015,A210H,3,Return,2079,189,8.333333333
2021,S08000015,A210H,4,Return,1611,121,6.986143187
2021,S08000015,A210H,5,Return,1614,116,6.705202312
2021,S08000015,A210H,,Return,0,0,0
2022,S08000015,A210H,1,Return,2378,369,13.43283582
2022,S08000015,A210H,2,Return,2302,282,10.91331269
2022,S08000015,A210H,3,Return,1841,207,10.10742188
2022,S08000015,A210H,4,Return,1555,141,8.313679245
2022,S08000015,A210H,5,Return,1450,102,6.572164948
2022,S08000015,A210H,,Return,0,0,0
2022,S08000015,A210H,1,Return,2453,401,14.0504555
2022,S08000015,A210H,2,Return,2254,261,10.3777336
2022,S08000015,A210H,3,Return,1881,200,9.610764056
2022,S08000015,A210H,4,Return,1579,137,7.983682984
2022,S08000015,A210H,5,Return,1458,116,7.369758577
2022,S08000015,A210H,,Return,0,5,0
2022,S08000015,A210H,1,Return,2818,447,13.6906585
2022,S08000015,A210H,2,Return,2472,296,10.69364162
2022,S08000015,A210H,3,Return,2190,225,9.316770186
2022,S08000015,A210H,4,Return,1761,144,7.559055118
2022,S08000015,A210H,5,Return,1621,98,5.700988947
2022,S08000015,A210H,,Return,5,0,0
2022,S08000015,A210H,1,Return,2597,410,13.63485201
2022,S08000015,A210H,2,Return,2467,317,11.38649425
2022,S08000015,A210H,3,Return,2144,222,9.382924768
2022,S08000015,A210H,4,Return,1673,133,7.364341085
2022,S08000015,A210H,5,Return,1606,103,6.026916325
2022,S08000015,A210H,,Return,5,0,0
2023,S08000015,A210H,1,Return,2591,416,13.83438643
2023,S08000015,A210H,2,Return,2529,329,11.51154654
2023,S08000015,A210H,3,Return,2195,202,8.427200668
2023,S08000015,A210H,4,Return,1714,130,7.04989154
2023,S08000015,A210H,5,Return,1608,101,5.909888824
2023,S08000015,A210H,,Return,5,0,0
2023,S08000015,A210H,1,Return,2596,360,12.17861976
2023,S08000015,A210H,2,Return,2601,232,8.189198729
2023,S08000015,A210H,3,Return,2192,157,6.683695189
2023,S08000015,A210H,4,Return,1676,101,5.683736635
2023,S08000015,A210H,5,Return,1640,78,4.54016298
2023,S08000015,A210H,,Return,0,0,0
2023,S08000015,A210H,1,Return,2579,366,12.4278438
2023,S08000015,A210H,2,Return,2543,244,8.75493362
2023,S08000015,A210H,3,Return,2159,163,7.019810508
2023,S08000015,A210H,4,Return,1653,97,5.542857143
2023,S08000015,A210H,5,Return,1596,70,4.201680672
2023,S08000015,A210H,,Return,5,0,0
2023,S08000015,A210H,1,Return,2762,397,12.56726812
2023,S08000015,A210H,2,Return,2741,261,8.694203864
2023,S08000015,A210H,3,Return,2271,154,6.350515464
2023,S08000015,A210H,4,Return,1791,88,4.683342203
2023,S08000015,A210H,5,Return,1730,71,3.942254303
2023,S08000015,A210H,,Return,0,0,0
2024,S08000015,A210H,1,Return,3023,377,11.08823529
2024,S08000015,A210H,2,Return,3015,259,7.910812462
2024,S08000015,A210H,3,Return,2470,160,6.08365019
2024,S08000015,A210H,4,Return,1899,105,5.239520958
2024,S08000015,A210H,5,Return,1823,83,4.354669465
2024,S08000015,A210H,,Return,0,0,0
2024,S08000015,A210H,1,Return,2713,380,12.28580666
2024,S08000015,A210H,2,Return,2604,220,7.790368272
2024,S08000015,A210H,3,Return,2239,156,6.513569937
2024,S08000015,A210H,4,Return,1723,79,4.384017758
2024,S08000015,A210H,5,Return,1658,84,4.822043628
2024,S08000015,A210H,,Return,5,0,0
2024,S08000015,A210H,1,Return,2791,285,9.265279584
2024,S08000015,A210H,2,Return,2590,220,7.829181495
2024,S08000015,A210H,3,Return,2205,136,5.809483127
2024,S08000015,A210H,4,Return,1685,77,4.370034052
2024,S08000015,A210H,5,Return,1593,56,3.395997574
2024,S08000015,A210H,,Return,5,0,0
2019,S08000015,A111H,1,All,11986,1579,11.64025065
2019,S08000015,A111H,2,All,8204,839,9.277894504
2019,S08000015,A111H,3,All,6247,471,7.011015183
2019,S08000015,A111H,4,All,5664,346,5.757071547
2019,S08000015,A111H,5,All,4056,203,4.766377084
2019,S08000015,A111H,,All,10,5,33.33333333
2019,S08000015,A111H,1,All,12517,1575,11.17655407
2019,S08000015,A111H,2,All,8470,812,8.74811463
2019,S08000015,A111H,3,All,6284,480,7.096392667
2019,S08000015,A111H,4,All,5884,337,5.417135509
2019,S08000015,A111H,5,All,4254,205,4.597443373
2019,S08000015,A111H,,All,10,5,33.33333333
2020,S08000015,A111H,1,All,10995,1433,11.53041519
2020,S08000015,A111H,2,All,7480,728,8.869395712
2020,S08000015,A111H,3,All,5570,416,6.949548948
2020,S08000015,A111H,4,All,5168,290,5.313301576
2020,S08000015,A111H,5,All,3756,188,4.76673428
2020,S08000015,A111H,,All,5,0,0
2020,S08000015,A111H,1,All,4544,411,8.294651867
2020,S08000015,A111H,2,All,2930,224,7.102092581
2020,S08000015,A111H,3,All,2326,139,5.638945233
2020,S08000015,A111H,4,All,2033,104,4.86663547
2020,S08000015,A111H,5,All,1564,66,4.049079755
2020,S08000015,A111H,,All,5,0,0
2020,S08000015,A111H,1,All,7402,826,10.03889159
2020,S08000015,A111H,2,All,5151,491,8.702587735
2020,S08000015,A111H,3,All,3920,304,7.196969697
2020,S08000015,A111H,4,All,3344,215,6.041022759
2020,S08000015,A111H,5,All,2507,127,4.821564161
2020,S08000015,A111H,,All,0,0,0
2020,S08000015,A111H,1,All,8444,1044,11.00337268
2020,S08000015,A111H,2,All,5996,603,9.137748144
2020,S08000015,A111H,3,All,4627,378,7.552447552
2020,S08000015,A111H,4,All,4119,271,6.173120729
2020,S08000015,A111H,5,All,2988,182,5.741324921
2020,S08000015,A111H,,All,0,0,0
2021,S08000015,A111H,1,All,8687,1026,10.56316277
2021,S08000015,A111H,2,All,6220,554,8.178328905
2021,S08000015,A111H,3,All,4705,348,6.886997823
2021,S08000015,A111H,4,All,4146,257,5.836929366
2021,S08000015,A111H,5,All,3102,144,4.436229205
2021,S08000015,A111H,,All,5,0,0
2021,S08000015,A111H,1,All,9383,1112,10.59552168
2021,S08000015,A111H,2,All,6756,645,8.715038508
2021,S08000015,A111H,3,All,5088,398,7.254830478
2021,S08000015,A111H,4,All,4509,257,5.392362568
2021,S08000015,A111H,5,All,3390,170,4.775280899
2021,S08000015,A111H,,All,5,0,0
2021,S08000015,A111H,1,All,9491,1255,11.67876419
